name	ratings	date	helpful	comment
김수미	5	2021-02-08	1	진짜 빠르고 좋아요
대동이_	1	2021-05-11	0	배달원이 길을 모른다.
bb ahn	1	2021-03-10	4	무슨 신규 가입쿠폰이 매일 소진되있냐? ㅋㅋㅋㅋㅋ 다른 앱보다 더 비싸고 그냥 더러워서 안쓴다
Jeonghee	5	2021-01-10	1	빠르고 좋아요 ㅎㅎ
남주향	5	2021-01-15	1	진짜 빠르고 좋아요
임건	5	2021-01-21	1	배달위치 알수있어서 좋아요
Kim Kim	5	2021-01-05	1	배달앱중 당연 최고
임민철	5	2021-02-07	1	업체많고 맛집도많네요
이동형	5	2020-12-23	1	배달빨라서좋아요~
최윤호	5	2021-02-17	0	배달빠르고 좋아요
Heeje Na	5	2021-02-05	2	1집만 바로배달해서 너무 좋아요.
최미나	5	2021-02-04	0	쿠팡이츠 배송 빠르고 좋아요
조세희	5	2021-02-16	0	빠르고 너무 좋아요~~♡
김하니	4	2021-01-24	0	다른명의카드계산 되게 해주세용
용아	1	2021-05-30	0	아니 첫주문 할인 쿠폰 안 줌? 기간이 만료되었데? 첫주문도 기간이 있음? 기분 잡쳐서 다시 배민으로 시켰다
??	5	2021-03-18	1	쿠팡이츠가 있어서 넘 좋아요
차유미	5	2021-05-16	0	리뷰보고 선택하니 맞았어요
김관섭	1	2021-04-12	1	업데이트 하라고 하면서 업데이트 전혀 진행안됨
자허블티많이	5	2021-03-01	1	진짜 넘 빨리와서 좋아여!
집에가서소나키워	5	2021-02-15	2	그냥 써보는게 답임 평점 낮은것도 있는데 요기요나 배민보다 나은듯
치즈먹물식빵	5	2021-04-15	1	편리하게 잘 사용하고 있습니다~
안병훈	5	2020-12-31	1	푸드 딜리버리 서비스 중 단연 최고!
강미경	4	2021-02-23	0	쿠팡이츠로 주문하면 빨리와서좋아요
Hoon Dami	3	2021-03-20	0	다 좋지만 만나서결제 없는게 큰 흠집
taewook kim	5	2021-01-10	1	너무좋음 배달속도 미쳤음
J지존	5	2021-03-05	0	빠르다 배달료가 더 쌌으면
김윤정	5	2021-01-14	2	편리하고 너무좋은 얩이에요
밀당천재뤠이	5	2020-12-23	1	배달주문부터 받기까지 너무 좋아요
김슬라임	5	2021-02-27	0	배달 빨라서 음식이 뜨꺼워요
이호준	1	2021-05-19	0	배달료를 다른곳보다 뻥튀겨서 활인한다고 사기치네 같은금액 음식을 배달료로 장난치는 추잡한곳이라 믿고 못 시켜먹겠다
오즈	5	2020-12-25	0	배달 상태를 알수있고 빠른 cs가 좋음
heesu kim	1	2021-02-26	2	첫주문 1만 할인 광고 허위사실로 신고 어디다 함? 1회 누구나가 아니라 선착순이라고 광고를 하던가 사기꾼 집단회사임?
강상호	5	2021-01-11	1	아주 편리합니다. 좋은 앱입니다.
설난	5	2021-03-25	1	빨라좋아요. 쿠폰이있었으면좋겠어요.
박정희	5	2021-01-13	1	빠르고 너무편해요
김진겸	5	2021-03-16	0	확실히 배달이빠르긴해요
이진호	5	2021-03-02	1	신속배달 좋습니다
이연희	5	2021-03-07	1	신속한 배달 감동입니다.
심규리	5	2020-12-23	5	식당의 실수로 배달이 잘못왓는데 기사님이 다시 가져가시고 제 것다시 픽업해주셨습니다. 다 그런지 모르겠지만 감사합니다. 배달원분이 사과도 해주셨는데 일의식이 정말 투철하신분 같네요 이런 배달기사분들 많이 써주세요.
한개	1	2021-03-09	1	배달 앱중 제일불편하고 할인두 적음 요기요좀 보고 배워요
행복지수_만렙쭈이	5	2021-05-23	0	치타배달 끝내줘요
CristalFedora	4	2020-12-28	0	앱 검색결과화면에서 BackGround -> 장시간 대기후 -> ForeGround 진입시 검색결과 화면이 아무것도 안나옵니다 다른탭을 눌러도... onResume이나 onNewIntent에서 검색결과 화면 갱신을 해줘야할 것 같습니다
윤창희	5	2021-03-09	2	진짜 빠르고 좋아요
미친개	1	2021-02-27	0	완전 쓰레기... 요즘 누가 카드 들고다니고 본인 카드 번호를 외우는 사람이어딨음 밖에서 결제 한번 해보려고 깔았더니 다른 어플이랑 다르게 바로결제도 안되고 카드 번호랑 다 등록해야 사용가능함 다른 배달 어플들 보고좀 배워라 다른 어플들은 그냥 카드결제 누르면 바로 삼성페이로 넘어가서 결제가능하게 하는데 이건 뭐 삼성페이 등록되있는 카드 쓰려면 한번더 카드 입력해야하는 듯 카드 없을때는 폰으로라도 결제하는데 폰결제 시스템도 없음 그냥 구데기임 배민에서 갈아타보려고 했는데 카드 사용 편의성 십구데기라 그냥 어플 지움
flower j	3	2020-12-25	2	"무료 배달이 많아서 배×에서 갈아탔는데, 그 어플에서 온거는 배달 요청사항이 봉지에 ""글씨 크게"" 붙어서 오토바이 타는 사람도 보이게 붙일수 았어서 그거 읽고 거의 다 그렇게 하시거든요? 그런데 어제와 오늘 둘다, 쿠팡이츠 사용해서 배달시킨 2군데 모두 배달요청사항 쓰는 종이가 없는건지, 음식봉투만 오고 배달요청사항 쓴것도 하나도 안지켜지고, 그럴거면 왜 주문시 쓰라고 하는건지"
쥐방울	5	2020-12-17	9	배민이나 요기요 배달통 저리 가라 할정도로 쿠팡잇츠 넘 좋아요!!???? 할인쿠폰도 자주 올라오고 배달시간도 더욱 단축된 거 같아 요즘 잇츠만 찾게 됩니다.. 쿠팡 애용자로서 쿠팡잇츠까지 완전 점령당한 느낌이에요~?? ㅎㅎ
Dasol Kim	1	2020-12-13	11	쿠팡이츠는 문제점 투성이며 회사는 개선의 의지가 전혀 없습니다. 1. 잦은 오배송 문제 2. 쿠팡이츠는 오배송에 대한 책임을 전혀 지지 않음 3. 서비스 시작부터 지금까지 소비자 보상 및 서비스 개선에 대한 요청을 일관되게 무시함
홍순옥	5	2021-04-18	1	사용이 편리해요
김은선	1	2021-03-06	1	배달비 부담돼 주로 무료배달하는곳을 찾아 이용했더니 매장과 다르게 제품 가격을 높게해 판매. 결국 배달비를 더많이주고 이용한 꼴. 소비자를 우롱하는 업주와 쿠팡은 반성하라!! 이런식이면 오래못간다
김진철	5	2021-01-02	1	이만한 배달앱은 그동안없엇다
김하나	5	2021-01-13	1	배달쿠폰 마니 주세용 배달비 너무 비싸요 ㅜ
신철	1	2021-03-10	1	음식 다 식어서 픽업해 초보들이 잡고 가방에도 안넣고 들고 오고 길도 헤매고 늦고 음식훼손 심각 은근 더럽고 가보면 토나올 매장도 많아 중개 수수료는 자꾸 올리고 비싸서 음식값은 두배가까이 껑충올라 배달료까지 따로 지불해서 알고먹든 모르고 먹든 소비자는 개 돼지고 호구야 그래서 난 가차없이 삭제! 그리고 결정적인건 알고보면 단건 배달도 아니야 다른 플랫폼 오더랑 같이 하느라 바로오는 경우도 별로 없더라고~
Mr. SIXMAN	1	2021-01-16	0	배달을 하려고 하니 손님 집 위치는 안뜨고 물건 가져갈 거리만 뜨고 결제를 어떻게 받아야 하는지도 안 뜨네요 그리고 어플 끼면 다른 어플이랑 충돌이 일어나서 손전등이 막 켜지고 소리가 씨끄럽고 나고 최악의 어플이네요 개선 부탁드립니다
아마도공부중	4	2020-12-30	3	"타사 배달앱들처럼 테이크아웃 선택 가능하게해주세요!?? 안되니까 타사배달앱 쓸때가 종종 있기도 하고 배달원 30분 넘게 매칭안될때는 그냥 제가 가져가서 받는게 더 빠를것같아요..,??"
머리커버스커	1	2021-02-09	0	"참 별점한개도 아까운 배달앱 구팡이츠? 배달잘못 해주고 주소 오기때문에 아무것도 못해준다는 그런곳은 처음보네요 도로명 틀린것은 제말못이긴하지만 상세주소가 옆에 떡하니 적혀잇는데 .. 기부햇다생각할게요 요기요,배민한테 안되는 이유가 잇네요 참 그냥 쿠폰한번씩 빠라드시고 앱 삭제하세요 서비스 안좋습니다. 지인중에 배달잘못갓는데 전화하니 잘못갓던 그음식 다시회수해서 갓다 줫다고 하든데ㅋ 음식다식은걸 .."
김용래	5	2021-04-07	1	바로먹는게 좋다
최진	5	2021-01-13	1	배달이 안오는 집인데 배달이 와요!!!!!
빛종혁	1	2020-12-21	0	첫주문 하면 5천원 할인 해준대서 다운 받았더만..할인 안해쥼
이승환fan	5	2021-01-20	1	지금은 쿠팡이츠 쿠폰으로 주문하는게 엄청 싸네요
전영언	5	2021-02-01	0	생각보다 유요하게 잘 활용하고 있습니다^^
송혜은	4	2021-04-04	0	쿠폰이너무없어요
양경화	5	2021-02-06	1	배달앱중 개인적으로 쿠팡이츠가 제일좋내요
HeeSung Yang	5	2021-05-03	1	아주 만족스러워요
최은진	2	2021-03-10	2	엥 업데이트 했는데 오류뜨네요
Min Jeong Kim	5	2020-12-18	1	굿 배달이빨라서좋아요
박경민	5	2021-03-05	0	"배달료 싸고,빨라 좋았어여"
황첼리나	5	2021-01-27	2	다른데보다 빨리오는거 같음. 기분탓인지 모르겠지만요.
백시연	4	2021-01-26	1	빠르고 편해요.
성지수	1	2020-12-15	0	처음 한두번은 잘 썼는데 손님 놀러와서 전 시켰더니 감감 무소식.. 전화오셔서 위치 어디냐고 ㅎㅎ.. 전 다 식어온데다 늦은것에 대한 사과도 없었어서 그 이후로 어플 삭제했습니다.
차단할게? 풉?	5	2021-01-14	1	똑같은 음식점인데 배민은 배달료 5800원 쿠팡이츠는 1:1 로 오는데 2000원;; 갓..성비
구혜진	5	2021-01-30	1	배송빠르기가 짱.
랠링tv	5	2021-02-25	0	사용자 입장에서 너무 편하고 좋아요
Su-Hyun Kim	5	2021-02-21	0	빠른배송이 좋네요
Jinsuk Song	5	2021-01-10	1	배달이 진짜 빠릅니다!!!!
jungeun shin	5	2021-03-02	1	진짜 빨리오네요~ 이제 쿠팡이츠에 먼저 손이 가요
성혜진	5	2021-01-30	1	실시간 정보 너무 좋아요
YUTAEK NAM	5	2021-01-23	1	배민보다 빠름.. 개빠름.. 가격 불구 난 쿠팡시킬거임
이진숙	5	2020-12-28	1	빠르고 좋아요 짱짱
남진영	5	2021-02-09	1	배송빠르고 좋아요
장진희	1	2021-03-16	1	bhc이벤트해서 깔았는데 우리집근처에있는 매장이없네요ㅡㅡ 배달비추가주고 멀리서 배달하느니 가까운데서 할인안받고 사먹는게나을듯
이연호	5	2021-05-19	0	빨라서 좋아요
Kim배우	1	2021-02-16	0	한집배달이 배민보다 느린이유좀..
김리아	5	2021-01-24	0	빠르고 좋아요 굿굿
mi-kyung yang	5	2021-01-15	2	빠른 배달 최고예요~~
원소영	5	2021-02-24	1	한집만 배달하니 참 좋네요
고영성	5	2021-01-02	1	좋아요 할인두많이되고
알리	1	2021-03-22	0	어플참 어렵게 만들어놧네 짜증나서 삭제함
kim상체스트레칭	3	2021-03-30	1	버퍼링 심할때있음
원희	5	2021-01-19	1	배달 어떤 어플 보다 빠름
김다룬	1	2020-12-30	0	깔았다 지웠다 반복했음 솔직히 첫주문한답시고 쿠폰으로 뽕한번 뽑아먹을라다가 너무 조잡해서 지금은 지워버림 첫주문쿠폰도 그냥 쓸수있는게 아니더만..그냥 시켜먹던곳이 제일좋음
Hoon Zi	1	2021-05-08	0	음식 다 만들게 해놓고 기사를 20분넘게 안오면 어쩌라는거냐 진짜 돈만쳐벌라고 그지같은 어플만들었네 기사를 똑바로 배정하던가 개빡치네 진짜
장지원	5	2021-03-11	1	배달 빠르고 좋네요
Raye	5	2021-01-01	1	배민에 비해 진심 빠르고 좋습니다
Jiwon	1	2021-01-23	2	주소 변경 어캐하나요 얘도 그렇고 배민도 그렇고 위 코너에 그렇게 표시하면 누가 아나요? 결국 내 프로필 설정까지 가서 바꿧는데도 에러뜨고 ㅡㅡ
김우정새소망TV	5	2021-03-09	1	배달자가 오는거 보이는 점 아주 좋음^^
gyudong park	1	2021-03-06	0	배달이 안 와요..30분이라더니 2시간걸려서 받는 이 기분 크..
김진욱	5	2021-03-01	3	쿠팡앱 없으면 로그인도 안되는데 왜 앱을 따로 만들었는지 모르겠네요
김동연	5	2020-12-26	1	빠른배달로 맛있게 먹았습니다
김윤희	5	2021-01-26	2	빠른배송이 최고
희연	5	2020-12-16	5	쿠폰도 많이 주시고 다른 앱보다 빨리 오는거 같아서 너무 좋네요! 이앱으로 갈아타려구요!!빨리 많이 업체가 들어왔으면 좋겠어요(?´▽`?)
최군	4	2021-02-17	0	1인1집 배달인데 주소 잘못찍었다고 뺑 둘러서 오면 참...
송정은	5	2021-02-25	1	완전 편하고 빨라요~
권원경	5	2021-02-28	2	빠르게 오는듯합니다
이지혜	5	2021-01-28	1	정확한 배달 상황과 시간 대박
김지호	5	2021-03-19	0	너무 잘 쓰고 있어요^^ 좋아요~
hana kim	5	2021-05-19	0	알람해제해도 장바구니 뭐가 들어있다고 광고 메세지가 와요.. 배달 알람만 받고 싶은데
성후니훈	5	2021-01-16	1	완전 앞으로 대세 배달앱 될듯합니다 ㄱㄱ
박인수	3	2021-03-08	0	현장결제가 있었으면 좋겠습니다..
최종호	5	2021-03-16	0	배달비없는거 좋네유
박성주	5	2021-05-02	1	쿠팡이츠 너무너무너무 좋아요
좋은하루	5	2021-03-05	0	빠르고 배달비저렴한곳이많고 그만큼 직원들이힘들어지려나요?ㅠㅠ
이지원	5	2021-02-10	1	메뉴사진이 있어 주문하기편해요
kim sean	5	2021-04-01	1	사용이 간편합니다
김동묵	5	2021-02-25	0	배달음식 정말 빨리오네요
여행하는오구	5	2021-06-05	0	너무편하고좋아요
김영지	5	2021-01-08	0	주문상황 안내가 정확하고 빠름
현	1	2021-04-08	2	6천원 쿠폰을 주면 뭐하냐 배달비가 6천원인데 옆집 배민에 같은 가게가 배달비 2천원이란다 꼼수나 좀 잡아라
조지현	5	2021-02-18	1	배달이 빨라서 너무 좋아요^^*
개굴왕	5	2021-04-16	0	배달하난 겁나 빠름
박은경	1	2021-04-17	0	별하나도 아까운 쓰레기같은 앱
정혜란	5	2020-12-31	1	무척편하고 좋습니다
?	1	2021-05-29	0	광고 작작해라 절대로 안삼 ㅅㄱ 솔직히 1점 주기도 아까움;;
이숙미	5	2021-02-24	0	배달 확인가능하니 좋네요
최하예진	1	2021-01-11	1	할인 만원이래놓고 그런거없음 과대광고ㅋ
이상호	5	2021-01-03	1	배달이 빠르고 정확하네요
와인조아	5	2021-01-17	1	다른앱보다 쿠폰많이나와서 좋으네요
seungha Park	5	2020-12-21	1	배달이 참 다른데보다 좋음 ㅎㅎ
Nova	1	2021-05-01	0	악덕기업 할인도 수수료로 물건값 올린거 배달비추가한거 깍아주는식의 기만할인. 이용하지마셈
강길만	5	2021-03-22	1	빠르고 좋아요
Joonwon Park	1	2021-01-26	0	배달이 처음엔 좀 빠른가 싶더니만...곧 배달의 민족화 됨.느려터짐
가야우즈	5	2021-01-03	1	여러번 주문한고 있는데 가장 좋은 어플입니다
정승화	5	2021-01-05	0	배달시간 진심 가게서 손님생각하는어플
조조	3	2021-02-01	1	아직 배달 안되는곳이 많아요
woody kim	5	2021-03-17	0	라이더 위치가 확인되고 좋네요
용의주도	5	2021-04-07	1	빨라요 진짜 빨리 배달와요
유상규	1	2021-02-15	0	치킨 시켰는데 아반떼로 배달오네요... 킥보드로도 10분도 안걸리는 거리인데 26분이나 걸리네요? 승용차는 배차에서 제외시켜주세요...
??	5	2021-05-20	0	배민의 유일한 대항마
Timothy Ries	1	2020-12-19	0	주문한지 4시간만에 배달와서 환불해달라했더니 2주 동안 시달리고 결국 못받음 최악의 서비스. 바로 어플 삭제하고 주변 사람들에게 알렸습니다.
Soomin Jang	1	2021-01-03	2	배달옵션에 자동차 선택안되게좀 제발넣어주세요 길도모르는분들이 태반이고 여태까지 한번빼고 제대로 온적도없고 너무늦어요 다 식어빠진거 억지로 먹는것도 제가 왜 배달비까지 지불하면서 먹어야하나요 위리뷰작성 후 2021년1월에 추가합니다 제가 쿠팡이츠에배달옵션을 차량과 오토바이중 선택하게해달라고 몇번이나 건의했는데 계속사람들이 이용해서그런지 개선의여지가없네요 오늘도 배달하는데 오분거리인데 다식어빠진거온거 거의안먹고 다버렸어요 새해부터기분더럽네요 시스템이 어떤지모르겠는데 제가 이정도 식어빠진 음식을 왜돈주고 사먹어야되는지 모르겠네요 제가 음식물쓰레기를 돈주고 사먹어야되는지 모르겠네요 리뷰를쓰면 좀 피드백이있고 건의를하면 생각이라도해서 반영할의지라도 보이면좋을텐데 진짜시스템 거지같네요
